date,lithium,nickel,platinum,cobalt,copper,cobalt_norm,Copper_pink,Platinum_pink,Nickel_pink
1993-09-01,,4376.04541015625,362.4613636363636,12333.3330154419,1858.24999750519,27190344.945836022,1861.86,362.46,4352.89
1993-10-01,,4464.85693359375,367.9071428571429,12216.6662216187,1646.99992897491,26933138.693170518,1646.4,367.91,4448.9
1993-11-01,,4642.27294921875,374.4136363636364,11649.9996185303,1632.56810484467,25683852.682003275,1630.02,374.41,4633.89
1993-12-01,,5139.7998046875,383.1717391304348,13399.9996185303,1723.6250736618,29541942.26700327,1724.19,383.17,5119.12
1994-01-01,,5584.0478515625,387.8,20750.0,1807.07136699066,45745919.365,1805.35,387.8,5577.95
1994-02-01,,5830.10009765625,394.0225,21166.6660308838,1865.07501472778,46664510.72167204,1866.4,394.02,5824.95
1994-03-01,,5590.4345703125,400.2826086956522,24416.6660308838,1913.17391866455,53829534.236672044,1914.87,400.28,5587.54
1994-04-01,,5400.26318359375,397.902380952381,24875.0,1881.36846713562,54839987.6725,1881.82,397.9,5407.97
1994-05-01,,6082.85693359375,398.0068181818182,23562.5,2144.50007046051,51946420.48375,2150.6,398.01,6086.65
1994-06-01,,6287.04541015625,401.0909090909091,24375.0,2363.09102303009,53737676.362500004,2364.2,401.09,6281.84
1994-07-01,,6230.5712890625,411.9509523809524,23524.9996185303,2447.23803404999,51863746.29450327,2458.19,411.95,6226.76
1994-08-01,,5856.13623046875,412.1869565217391,22437.5,2409.74997397766,49466220.03625,2406.23,412.19,5859.5
1994-09-01,,6370.681640625,417.2840909090909,25500.0,2504.84103139343,56217876.81,2505.93,417.28,6364.75
1994-10-01,,6735.85693359375,419.3952380952381,27333.3339691162,2546.02375416412,60259686.34832796,2547.67,419.4,6748.29
1994-11-01,,7474.54541015625,412.3727272727273,26687.5,2803.54541098175,58835866.17125,2802.45,412.37,7556.14
1994-12-01,,8540.650390625,410.8477272727273,29250.0,2980.69999645081,64485211.635000005,2985.3,410.85,8555.5
1995-01-01,,9596.1904296875,413.8954545454545,30375.0,3003.26189506836,66965412.0825,3008.93,413.9,9592.55
1995-02-01,,8431.25,413.9675,30000.0,2870.45015814514,66138678.6,2877.65,413.97,8505.45
1995-03-01,,7522.39111328125,416.8934782608696,28437.5,2919.67397804871,62693955.75625,2924.04,416.89,7531.91
1995-04-01,,7405.0,448.29,27937.5,2894.88882296448,61591644.44625,2903.5,448.29,7397.83
1995-05-01,,7262.380859375,437.3521739130435,29000.0,2771.57125569763,63934055.980000004,2773.31,437.35,7232.19
