date,lithium,nickel,platinum,cobalt,copper,cobalt_norm,Copper_pink,Platinum_pink,Nickel_pink
1995-06-01,,7877.27294921875,438.5295454545455,27850.0003814697,2987.68194348755,61398740.807996735,2994.64,438.53,7871.57
1995-07-01,,8618.0,433.6309523809524,27399.9996185303,3076.4500581665,60406658.94700327,3075.67,433.63,8596.57
1995-08-01,,8931.818359375,425.3434782608696,28812.5,3040.13619641418,63520689.23875,3036.84,425.34,8944.66
1995-09-01,,8397.25,429.65,29045.0000762939,2910.42504276428,64033264.166099265,2915.52,429.65,8405.21
1995-10-01,,8068.86376953125,412.6636363636364,29187.5,2810.06817431793,64347422.721250005,2813.55,412.66,8061.73
1995-11-01,,8498.095703125,413.125,30875.0,2981.61903664856,68067723.3925,2977.36,413.12,8505.91
1995-12-01,,8074.21044921875,408.7142857142857,31674.9992370605,2918.21064537659,69831419.80650632,2926.26,408.71,8090.89
1996-01-01,,7870.71435546875,415.4826086956522,31750.0,2604.99992943115,69996768.185,2616.41,415.48,7862.05
1996-02-01,,8198.5,420.2071428571429,31125.0,2544.66672335968,68618879.0475,2537.71,420.21,8215.55
1996-03-01,,8046.39990234375,411.1928571428571,29350.0003814697,2563.34994940033,64705674.737996735,2561.02,411.19,8021.74
1996-04-01,,8047.0,404.3931818181818,28375.0,2594.17496803894,62556166.8425,2595.78,404.39,8042.85
1996-05-01,,8042.85693359375,401.4152173913043,28500.0,2658.76193080902,62831744.67,2658.26,401.42,8026.55
1996-06-01,,7713.15771484375,392.2475,26062.5,2177.59998270721,57457977.033750005,2173.4,392.25,7709.48
1996-07-01,,7202.60888671875,393.6565217391304,22687.5,1983.93479971771,50017375.691250004,1985.57,393.66,7203.65
1996-08-01,,7037.619140625,400.0304545454545,21399.9996185303,2017.85720584564,47178923.22700327,2008.57,400.03,7054.36
1996-09-01,,7329.8095703125,389.8642857142857,22149.9996185303,1935.07143060913,48832390.19200327,1941.45,389.86,7318.05
1996-10-01,,7028.69580078125,384.1847826086957,21887.5007629395,1960.19567519531,48253679.27724368,1961.17,384.18,7031.39
1996-11-01,,6960.71435546875,381.9809523809524,21399.9996185303,2215.42864607391,47178923.22700327,2230.86,381.98,6943.38
1996-12-01,,6571.0478515625,370.7045454545455,21399.9996185303,2264.59527826385,47178923.22700327,2268.08,370.7,6580.75
1997-01-01,,7069.13623046875,360.0978260869565,21687.5,2427.27279402924,47812753.07125,2434.93,360.1,7071.55
1997-02-01,,7736.5791015625,365.0125,21687.5,2406.63156159363,47812753.07125,2405.85,365.01,7734.53
1997-03-01,,7893.21044921875,378.9047619047619,19924.9992370605,2420.1842087265,43927104.021506324,2421.29,378.9,7895.87
1997-04-01,,7313.13623046875,371.0795454545455,22468.75,2389.31814949341,49535114.493125,2391.18,371.08,7315.52
1997-05-01,,7476.0,387.5,25375.0,2513.29993523407,55942298.9825,2514.33,387.5,7482.85
1997-06-01,,7060.0,430.7619047619048,23406.25,2611.28570015411,51601948.199375,2612.62,430.76,7062.48
1997-07-01,,6832.7392578125,415.5217391304348,22562.5,2449.19570404663,49741797.86375,2450.46,415.52,6835.5
1997-08-01,,6764.4501953125,424.547619047619,23475.0003814697,2250.10004305115,51753516.84549674,2251.2,424.55,6761.3
1997-09-01,,6498.28564453125,424.7272727272727,24524.9996185303,2104.30955452118,54068368.91450327,2107.3,424.73,6503.84
1997-10-01,,6373.47802734375,423.1195652173913,23770.0004577637,2050.6955684021,52403880.686596215,2052.26,423.12,6380.33
1997-11-01,,6137.25,392.2875,25412.5003814697,1918.49994499359,56024973.17174673,1917.45,392.29,6139.5
1997-12-01,,5942.380859375,365.4239130434783,25649.9996185303,1761.45239143524,56548569.362003274,1762.33,365.42,5945.36
1998-01-01,,5489.0,373.8568181818182,24995.0008392334,1687.60000986328,55104544.237092935,1688.45,373.86,5491.75
1998-02-01,,5367.25,386.08,24668.7507629395,1663.99998604431,54385285.93911868,1664.8,386.08,5386.88
1998-03-01,,5397.04541015625,398.9886363636364,24958.3339691162,1747.15916341095,55023707.62582796,1747.98,398.99,5395.8
1998-04-01,,5391.0,413.75,24625.0,1800.12507817535,54288832.017500006,1800.9,413.75,5393.88
1998-05-01,,5016.84228515625,388.9047619047619,24500.0,1731.65792903595,54013254.190000005,1732.53,388.9,5020.0
1998-06-01,,4456.90478515625,355.4318181818182,24250.0,1656.59518632507,53462098.535000004,1660.52,355.43,4475.7
1998-07-01,,4332.619140625,378.4347826086957,22819.9996948242,1655.66672697449,50309487.51560253,1651.04,378.43,4325.43
1998-08-01,,4078.0,369.1785714285714,21787.5003814697,1619.92507875671,48033216.174246736,1620.93,369.18,4080.63
1998-09-01,,4100.9091796875,361.1477272727273,20837.4996185303,1646.77269191284,45938823.00325327,1647.64,361.15,4102.16
1998-10-01,,3870.45458984375,342.6022727272727,17750.0,1585.49992534637,39132051.505,1586.39,342.6,3871.93
1998-11-01,,4117.25,347.1785714285714,15437.5,1573.72497511139,34033861.69625,1573.95,347.18,4131.91
1998-12-01,,3865.76318359375,351.7934782608696,11468.75,1475.76309447174,25284265.673125003,1473.57,351.79,3878.21
1999-01-01,,4264.0,355.1071428571429,10937.5,1432.00002842255,24113059.90625,1431.18,355.11,4268.75
1999-02-01,,4623.25,364.075,18083.3333333333,1412.95,39866925.71166659,1410.78,364.07,4626.38
1999-03-01,,5002.95454545455,369.9347826086957,18525.0,1378.47727272727,40840634.035500005,1378.35,369.93,5011.3
1999-04-01,,5054.75,357.1454545454545,16350.0,1463.725,36045579.837000005,1466.0,357.15,5102.63
1999-05-01,,5395.78947368421,356.0119047619048,16112.5,1510.44736842105,35521981.96475,1511.16,356.01,5399.34
1999-06-01,,5194.77272727273,356.7840909090909,20581.25,1422.15909090909,45373889.297875,1422.48,356.78,5195.0
1999-07-01,,5696.36363636364,349.0568181818182,20100.0,1639.18181818182,44312914.662,1640.0,349.06,5700.11
1999-08-01,,6431.42857142857,350.0568181818182,19000.0,1646.7380952381,41887829.78,1647.62,350.06,6448.69
1999-09-01,,7029.09090909091,370.9318181818182,18350.0,1749.68181818182,40454825.077,1750.34,370.93,7028.41
1999-10-01,,7317.61904761905,421.1428571428571,15666.6666666667,1723.28571428571,34539087.71333341,1724.12,421.14,7321.19
1999-11-01,,7946.81818181818,434.0227272727273,14000.0,1726.77272727273,30864716.68,1727.55,434.02,7949.55
1999-12-01,,8073.23529411765,439.1304347826087,14200.0,1764.88235294118,31305641.204,1764.75,439.13,8083.38
2000-01-01,,8315.25,441.0,14437.5,1843.85,31829239.07625,1843.98,441.0,8309.5
2000-02-01,,9583.75,519.7142857142857,14093.75,1807.025,31071400.050625,1800.83,519.71,9653.33
2000-03-01,,10255.4,479.3260869565217,15225.0,1739.8,33565379.3895,1739.39,479.33,10280.11
2000-04-01,,9746.5,497.55,16218.75,1681.9075,35756223.118125,1678.75,497.55,9727.5
2000-05-01,,10122.9130434783,525.8913043478261,16543.4782608696,1785.09782608696,36472126.38739138,1785.62,525.89,10130.24
2000-06-01,,8384.31818181818,559.7272727272727,14977.2727272727,1752.07272727273,33019234.240454488,1753.18,559.73,8410.91
2000-07-01,,8174.80952380952,560.2857142857143,13071.4285714286,1803.14285714286,28817567.104285777,1799.36,560.29,8164.41
2000-08-01,,8038.4347826087,577.6086956521739,13934.7826086957,1857.12391304348,30720936.94391315,1855.86,577.61,8006.71
2000-09-01,,8624.80952380952,591.9047619047619,15029.7619047619,1961.89285714286,33134953.06845237,1960.41,591.9,8637.98
2000-10-01,,7650.63636363636,579.7159090909091,16681.8181818182,1894.37272727273,36777113.70636368,1898.59,579.72,7678.07
2000-11-01,,7350.59090909091,593.3409090909091,16000.0,1795.60227272727,35273961.92,1795.11,593.34,7339.77
2000-12-01,,7318.8,609.5,16000.0,1852.4,35273961.92,1850.55,609.5,7314.34
2001-01-01,,6975.90909090909,620.4660869565217,13500.0,1787.05681818182,29762405.37,1787.5,620.47,6994.77
2001-02-01,,6546.8,600.925,13900.0,1766.125,30644254.418,1765.65,600.92,6524.13
2001-03-01,,6165.18181818182,584.2272727272727,14272.7272727273,1742.15909090909,31465977.394545514,1738.77,584.23,6133.52
2001-04-01,,6363.11111111111,594.8571428571429,14119.0476190476,1665.97222222222,31127171.75380948,1664.16,594.86,6329.87
2001-05-01,,7086.47619047619,610.695652173913,10908.6956521739,1684.85,24049557.189478233,1682.21,610.7,7060.83
2001-06-01,,6674.33333333333,579.7209523809524,10814.2857142857,1610.46904761905,23841418.90485711,1608.45,579.72,6641.19
2001-07-01,,5962.54545454546,530.8409090909091,10293.1818181818,1526.77045454545,22692581.468136325,1525.21,530.84,5937.05
2001-08-01,,5525.63636363636,451.695652173913,9681.52173913044,1466.41136363636,21344101.82210871,1464.43,451.7,5520.8
2001-09-01,,5057.65,457.9,9312.5,1427.69736842105,20530548.14875,1426.33,457.9,5027.0
2001-10-01,,4830.78260869565,431.3913043478261,8250.0,1377.37608695652,18188136.615000002,1377.28,431.39,4825.33
2001-11-01,,5131.31818181818,429.8863636363636,8250.0,1434.29318181818,18188136.615000002,1427.73,429.89,5078.41
2001-12-01,,5315.82352941176,461.7261904761905,7592.85714285714,1472.84705882353,16739384.607571423,1471.74,461.73,5263.82
2002-01-01,,6061.36363636364,472.1086956521739,6950.0,1508.22727272727,15322127.209,1503.96,472.11,6043.18
2002-02-01,,6039.95,471.15,6950.0,1561.3675,15322127.209,1561.9,471.15,6029.25
2002-03-01,,6543.2,512.047619047619,6765.47619047619,1607.3925,14915321.844595237,1604.88,512.05,6537.5
2002-04-01,,6956.80952380952,539.2045454545455,6625.0,1588.57142857143,14605624.8575,1590.33,539.2,6958.21
2002-05-01,,6771.18181818182,533.85,6684.78260869565,1597.02272727273,14737422.94891304,1595.68,533.85,6761.36
2002-06-01,,7147.61111111111,554.7,6706.25,1650.59444444444,14784750.445375001,1647.53,554.7,7119.86
2002-07-01,,7137.69565217391,526.195652173913,6788.04347826087,1588.2847826087,14965074.197717393,1589.46,526.2,7142.72
2002-08-01,,6736.85714285714,544.8409090909091,6613.63636363636,1482.91666666667,14580572.327727266,1479.55,544.84,6717.14
2002-09-01,,6664.95238095238,556.3333333333333,6685.71428571429,1478.93333333333,14739476.945142867,1478.71,556.33,6640.24
2002-10-01,,6818.91304347826,580.195652173913,6188.04347826087,1486.17173913043,13642300.625717392,1483.76,580.2,6804.46
2002-11-01,,7314.80952380952,588.0952380952381,6185.71428571429,1581.03571428571,13637165.635142867,1582.29,588.1,7313.93
2002-12-01,,7206.33333333333,595.4431818181818,6551.13636363636,1592.96428571429,14442783.413977265,1595.68,595.44,7193.16
2003-01-01,,8032.806818181818,627.9130434782609,13724.79941847259,1650.311363636364,30258003.25292752,1647.66,627.91,8026.02
2003-02-01,,8607.9,681.7,14426.48275862072,1682.145,31804950.216695238,1683.8,681.7,8623.0
2003-03-01,,8339.619047619048,674.3333333333333,16688.6440762303,1655.692857142857,36792162.22758632,1658.976,674.33,8378.81
2003-04-01,,7930.525,624.9090909090909,16924.45673031254,1587.8675,37312040.138858266,1587.475,624.91,7910.125
2003-05-01,,8347.725,650.365,17937.8873373231,1651.1,39546272.178874075,1648.275,650.36,8330.625
2003-06-01,,8839.02380952381,661.6666666666667,19538.03055182364,1685.107142857143,43073984.104801476,1686.5,661.67,8874.762
2003-07-01,,8831.7,681.5217391304348,19581.4002089864,1712.826086956522,43169597.832004145,1710.0,681.52,8797.391
2003-08-01,,9359.875,692.1904761904761,19234.4429516843,1756.725,42404688.01438278,1760.275,692.19,9351.375
2003-09-01,,9995.772727272728,705.25,18828.77894936826,1789.670454545455,41510351.978757106,1789.523,705.25,9965.341
2003-10-01,,11040.28260869565,732.4782608695652,19552.09740584253,1925.582608695652,43104996.209363766,1920.543,732.48,11047.17
2003-11-01,,12052.375,760.375,25581.50553814,2053.275,56397565.763038725,2055.425,760.38,12086.5
2003-12-01,,14185.20952380952,807.8695652173913,34005.50706464947,2202.035714285714,74969310.07929604,2201.286,807.87,14162.5
2004-01-01,,15089.33333333333,849.9318181818182,49222.58953168045,2421.47619047619,108517234.29651794,2423.571,849.93,15326.548
2004-02-01,,15099.35,846.325,49818.7251828631,2751.7175,109831488.43770362,2759.525,846.32,15145.125
2004-03-01,,13786.54347826087,899.7608695652174,50171.15078824217,3000.282608695652,110608453.89918953,3008.717,899.76,13715.0
2004-04-01,,12725.9,880.6363636363636,48601.61489503182,2926.975,107148219.56611608,2948.725,880.64,12848.125
2004-05-01,,11228.60526315789,809.8333333333333,46839.22973578146,2728.460526315789,103262825.37888044,2733.5,809.83,11118.289
2004-06-01,,13599.36363636364,807.5454545454545,46214.58839175455,2689.045454545455,101885726.9424515,2686.705,807.55,13533.523
2004-07-01,,15020.06818181818,809.5227272727273,45381.65441246316,2816.795454545455,100049421.8507391,2808.432,809.52,15023.295
2004-08-01,,13639.61904761905,848.6818181818182,43829.21782084165,2844.202380952381,96626885.02473462,2846.095,848.68,13679.524
2004-09-01,,13430.36363636364,847.8863636363636,42959.85332953358,2903.170454545455,94710264.40217204,2894.864,847.89,13270.909
2004-10-01,,14378.47619047619,841.4285714285714,40463.89013285568,3009.404761904762,89207607.48008844,3012.238,841.43,14404.286
2004-11-01,,14089.51227272727,854.4090909090909,31063.63522371045,3130.309090909091,68483592.87362082,3122.795,854.41,14045.455
2004-12-01,,13764.97619047619,848.2391304347826,32403.3565035664,3139.785714285714,71437172.7116866,3145.452,848.24,13768.81
2005-01-01,,14563.75,859.0714285714286,34645.41692789969,3168.1,76380069.83857857,3170.0,859.07,14505.0
2005-02-01,,15415.6,864.325,33487.83740856842,3247.1,73828043.84581213,3253.7,864.32,15349.5
2005-03-01,,16239.90476190476,866.8260869565217,30406.80605151969,3378.904761904762,67035532.423133194,3379.49,866.83,16190.65
2005-04-01,,16138.33333333333,864.8571428571429,32460.4536000398,3389.809523809524,71563050.26210818,3394.476,864.86,16141.905
2005-05-01,,17002.25,866.2272727272727,29070.72062315948,3241.9,64089968.26551788,3249.1,866.23,16931.5
2005-06-01,,16113.18181818182,880.0909090909091,26714.32886862356,3529.727272727273,58895013.70188651,3524.068,880.09,16159.545
2005-07-01,,14587.59523809524,873.6666666666667,25135.31850524957,3608.47619047619,55413891.73757779,3614.214,873.67,14580.714
2005-08-01,,14962.0,898.4347826086957,29046.20562446048,3791.909090909091,64035921.9448568,3797.75,898.43,14892.727
2005-09-01,,14154.54545454545,914.6363636363636,29206.50707704,3850.659090909091,64389326.15323247,3857.841,914.64,14228.182
2005-10-01,,12431.11904761905,931.0,25262.82529730807,4056.166666666667,55694996.0955536,4059.762,931.0,12402.857
2005-11-01,,12235.04545454545,962.6136363636364,25066.67616604921,4278.159090909091,55262561.28388696,4269.341,962.61,12115.682
2005-12-01,,13490.45,976.5909090909092,26867.5026123302,4577.025,59232704.002052255,4576.775,976.59,13429.25
2006-01-01,,14660.80952380952,1026.045454545455,25742.29657072292,4743.857142857143,56752049.31056418,4734.333,1026.05,14555.238
2006-02-01,,14974.5,1041.5,23816.44723093,4974.975,52506278.29334465,4982.4,1041.5,14978.75
2006-03-01,,14925.47826086957,1041.086956521739,25487.89496161008,5123.673913043478,56191189.76854961,5102.848,1041.09,14897.391
2006-04-01,,18028.88888888889,1098.75,28037.83281086733,6404.444444444444,61812840.430616304,6387.778,1098.75,17942.222
2006-05-01,,21131.33333333333,1260.826086956522,28344.52228431243,8059.190476190476,62488974.98108926,8045.857,1260.83,21077.143
2006-06-01,,20585.90909090909,1188.545454545455,26557.01529400588,7222.772727272727,58548196.63685132,7197.614,1188.55,20754.545
2006-07-01,,26185.71428571429,1228.833333333333,26079.90963825447,7726.738095238095,57496358.716051824,7712.095,1228.83,26586.19
2006-08-01,,30468.86363636364,1233.521739130435,31604.26114215622,7690.25,69675469.00238465,7695.659,1233.52,30743.636
2006-09-01,,29702.61904761905,1183.595238095238,35804.25416728862,7622.642857142857,78934868.62943377,7602.357,1183.6,30130.714
2006-10-01,,32551.13636363636,1082.454545454545,34671.08387954783,7497.409090909091,76436655.7807685,7500.386,1082.45,32702.955
2006-11-01,,31891.59090909091,1183.0,35271.3593616415,7029.295454545455,77760036.68682362,7029.182,1183.0,32113.864
2006-12-01,,34400.52631578947,1121.190476190476,52650.76379559133,6680.973684210526,116075064.82403772,6675.105,1121.19,34570.263
2007-01-01,,36821.59090909091,1146.652173913043,47696.25187406296,5689.340909090909,105152235.7707766,5669.659,1146.65,36811.136
2007-02-01,,41078.25,1204.55,48680.27168234065,5718.15,107321628.09863366,5676.45,1204.55,41184.25
2007-03-01,,46125.22727272727,1218.772727272727,55929.11560748545,6465.295454545455,123302593.38485748,6452.477,1218.77,46324.773
2007-04-01,,49956.57894736842,1275.809523809524,57833.43782654124,7753.342105263158,127500905.22475645,7766.474,1275.81,50266.842
2007-05-01,,51783.33333333333,1300.652173913043,54685.36640770517,7677.952380952381,120560595.76541497,7681.42,1300.65,52179.048
2007-06-01,,41551.66666666667,1286.238095238095,52152.01273821962,7514.238095238095,114975506.96120712,7474.38,1286.24,41718.571
2007-07-01,,33400.22727272727,1303.022727272727,49984.31841930273,7980.931818181818,110196559.03247744,7972.57,1303.02,33425.682
2007-08-01,,27649.63636363636,1263.608695652174,46381.58557085091,7500.204545454545,102253892.70096354,7513.5,1263.61,27652.273
2007-09-01,,29548.4,1307.65,52218.5851619645,7671.35,115122274.0324633,7648.975,1307.65,29537.5
2007-10-01,,31156.0,1410.695652173913,54467.57530325743,8020.586956521739,120080448.57011469,8008.435,1410.7,31055.435
2007-11-01,,30505.63636363636,1448.727272727273,59468.67103638259,6957.431818181818,131105977.34814791,6966.705,1448.73,30610.227
